2020/05/05 - 00:00:01, 338, 264, 14
2020/05/06 - 00:00:01, 338, 265, 14
2020/05/07 - 00:00:02, 337, 265, 14
2020/05/08 - 00:00:01, 337, 265, 14
2020/05/09 - 00:00:01, 336, 265, 14
2020/05/10 - 00:00:01, 336, 265, 14
2020/05/11 - 00:00:01, 337, 266, 14
2020/05/12 - 00:00:01, 337, 266, 14
2020/05/13 - 00:00:01, 337, 266, 14
2020/05/14 - 00:00:02, 337, 266, 14
2020/05/15 - 00:00:02, 337, 266, 14
2020/05/16 - 00:00:01, 337, 266, 14
2020/05/17 - 00:00:01, 337, 266, 14
2020/05/18 - 00:00:01, 337, 266, 14
2020/05/19 - 00:00:02, 337, 266, 14
2020/05/20 - 00:00:02, 337, 266, 14
2020/05/21 - 00:00:01, 337, 266, 14
2020/05/22 - 00:00:01, 337, 265, 14
2020/05/23 - 00:00:01, 336, 265, 14
2020/05/24 - 00:00:01, 336, 265, 14
2020/05/25 - 00:00:01, 336, 265, 14
2020/05/26 - 00:00:02, 336, 265, 14
2020/05/27 - 00:00:01, 336, 265, 14
2020/05/28 - 00:00:01, 337, 265, 14
2020/05/29 - 00:00:01, 337, 265, 14
2020/05/30 - 00:00:01, 336, 265, 14
2020/05/31 - 00:00:01, 336, 265, 14
2020/06/01 - 00:00:01, 335, 266, 14
2020/06/02 - 00:00:01, 336, 266, 14
2020/06/03 - 00:00:01, 336, 266, 14
2020/06/04 - 00:00:01, 336, 266, 14
2020/06/05 - 00:00:02, 336, 266, 14
2020/06/06 - 00:00:01, 336, 266, 14
2020/06/07 - 00:00:01, 336, 266, 14
2020/06/08 - 00:00:01, 336, 266, 14
2020/06/09 - 00:00:02, 336, 266, 14
2020/06/10 - 00:00:01, 334, 266, 14
2020/06/11 - 00:00:01, 334, 266, 14
2020/06/12 - 00:00:01, 335, 267, 14
2020/06/13 - 00:00:01, 335, 267, 14
2020/06/14 - 00:00:01, 335, 267, 14
2020/06/15 - 00:00:02, 335, 267, 14
2020/06/16 - 00:00:01, 335, 267, 14
2020/06/17 - 00:00:01, 335, 267, 14
2020/06/18 - 00:00:01, 336, 267, 14
2020/06/19 - 00:00:01, 336, 267, 14
2020/06/20 - 00:00:01, 336, 268, 14
2020/06/21 - 00:00:01, 336, 268, 14
2020/06/22 - 00:00:01, 336, 268, 14
2020/06/23 - 00:00:01, 336, 269, 14
2020/06/24 - 00:00:01, 336, 269, 14
2020/06/25 - 00:00:01, 336, 269, 14
2020/06/26 - 00:00:01, 336, 269, 14
2020/06/27 - 00:00:01, 336, 269, 14
2020/06/28 - 00:00:02, 336, 269, 14
2020/06/29 - 00:00:01, 336, 269, 14
2020/06/30 - 00:00:01, 336, 269, 14
2020/07/01 - 00:00:01, 336, 270, 14
2020/07/02 - 00:00:01, 338, 271, 14
2020/07/03 - 00:00:01, 338, 272, 14
2020/07/04 - 00:00:01, 339, 273, 14
2020/07/05 - 00:00:01, 341, 273, 14
2020/07/06 - 00:00:01, 341, 273, 14
2020/07/07 - 00:00:01, 341, 273, 14
2020/07/08 - 00:00:01, 340, 273, 14
2020/07/09 - 00:00:01, 340, 273, 14
2020/07/10 - 00:00:01, 340, 273, 14
2020/07/11 - 00:00:01, 340, 273, 14
2020/07/12 - 00:00:01, 340, 274, 14
2020/07/13 - 00:00:01, 341, 274, 14
2020/07/14 - 00:00:01, 341, 274, 14
2020/07/15 - 00:00:01, 341, 274, 14
2020/07/16 - 00:00:01, 340, 274, 14
2020/07/17 - 00:00:01, 339, 275, 14
2020/07/18 - 00:00:01, 339, 276, 14
2020/07/19 - 00:00:01, 340, 276, 14
2020/07/20 - 00:00:01, 340, 276, 14
2020/07/21 - 00:00:02, 340, 276, 14
2020/07/22 - 00:00:01, 340, 276, 14
2020/07/23 - 00:00:01, 341, 277, 14
2020/07/24 - 00:00:01, 341, 277, 14
2020/07/25 - 00:00:01, 341, 277, 14
2020/07/26 - 00:00:01, 341, 279, 14
2020/07/27 - 00:00:02, 341, 279, 14
2020/07/28 - 00:00:01, 341, 279, 14
2020/07/29 - 00:00:01, 341, 280, 14
2020/07/30 - 00:00:01, 341, 280, 14
2020/07/31 - 00:00:01, 340, 281, 14
2020/08/01 - 00:00:01, 343, 281, 14
2020/08/02 - 00:00:01, 343, 281, 14
2020/08/03 - 00:00:01, 343, 282, 14
2020/08/04 - 00:00:01, 343, 282, 14
2020/08/05 - 00:00:01, 343, 282, 14
2020/08/06 - 00:00:01, 343, 282, 14
2020/08/07 - 00:00:01, 343, 283, 14
2020/08/08 - 00:00:02, 343, 284, 14
2020/08/09 - 00:00:01, 343, 285, 14
2020/08/10 - 00:00:01, 343, 285, 14
2020/08/11 - 00:00:01, 344, 286, 14
2020/08/12 - 00:00:01, 344, 286, 14
2020/08/13 - 00:00:01, 345, 287, 14
2020/09/11 - 00:00:02, 346, 300, 14
2020/09/12 - 00:00:01, 346, 300, 14
2020/09/13 - 00:00:01, 346, 300, 14
2020/09/14 - 00:00:01, 345, 300, 14
2020/09/15 - 00:00:02, 345, 300, 14
2020/09/16 - 00:00:01, 346, 300, 14
2020/09/17 - 00:00:01, 346, 300, 14
2020/09/18 - 00:00:01, 346, 299, 14
2020/09/19 - 00:00:01, 347, 299, 14
2020/09/20 - 00:00:01, 346, 299, 14
2020/09/21 - 00:00:01, 346, 299, 14
2020/09/22 - 00:00:01, 346, 299, 14
2020/09/23 - 00:00:01, 346, 299, 14
2020/09/24 - 00:00:01, 346, 299, 14
2020/09/25 - 00:00:01, 346, 300, 14
2020/09/26 - 00:00:01, 346, 302, 14
